timestamp,open,close,min,max,volume,volumeQuote
2020-03-24T21:22:00.000Z,6722.07,6721.79,6720.57,6722.31,0.41179,2767.5024464
2020-03-24T21:23:00.000Z,6722.01,6722.11,6719.69,6722.11,0.78347,5266.1503151
2020-03-24T21:24:00.000Z,6721.83,6721.99,6721.83,6721.99,0.00072,4.8397272
2020-03-24T21:25:00.000Z,6720.92,6721.66,6720.72,6724.56,1.00672,6768.1180853
2020-03-24T21:26:00.000Z,6721.78,6721.06,6720.68,6723.40,0.10734,721.549673
2020-03-24T21:27:00.000Z,6724.56,6721.16,6721.13,6725.28,0.45765,3077.4485127
2020-03-24T21:28:00.000Z,6722.47,6724.40,6721.33,6724.40,0.53094,3569.2053092
2020-03-24T21:29:00.000Z,6725.22,6729.64,6723.59,6729.67,0.96791,6509.2247139
2020-03-24T21:30:00.000Z,6729.29,6724.37,6724.37,6730.86,4.03893,27174.6459513
2020-03-24T21:31:00.000Z,6724.85,6724.46,6724.46,6726.24,0.0893,600.5476398
2020-03-24T21:32:00.000Z,6726.91,6726.96,6725.76,6729.01,0.40835,2746.7228245
2020-03-24T21:33:00.000Z,6726.62,6725.74,6725.74,6727.48,0.59489,4001.6729113
2020-03-24T21:34:00.000Z,6727.96,6723.40,6723.40,6727.96,1.09283,7347.8678367
2020-03-24T21:35:00.000Z,6722.97,6718.23,6718.23,6722.97,84.76294,569514.2509254
2020-03-24T21:36:00.000Z,6715.41,6679.30,6679.16,6715.41,62.19392,417427.9326611
2020-03-24T21:37:00.000Z,6679.32,6675.65,6659.03,6685.64,189.96133,1268295.9795711
2020-03-24T21:38:00.000Z,6675.04,6680.67,6670.30,6681.54,203.76763,1360644.0798171
2020-03-24T21:39:00.000Z,6682.02,6691.23,6680.18,6692.00,35.46662,237026.0477051
2020-03-24T21:40:00.000Z,6691.18,6678.19,6678.19,6692.29,0.53579,3583.6591616
2020-03-24T21:41:00.000Z,6676.79,6660.11,6659.51,6676.79,1.3906,9270.7906515
2020-03-24T21:42:00.000Z,6659.00,6671.50,6658.41,6671.95,1.38958,9258.4372746
2020-03-24T21:43:00.000Z,6672.18,6674.11,6671.95,6675.62,0.37577,2508.1908314
2020-03-24T21:44:00.000Z,6675.00,6668.93,6667.88,6675.00,0.2958,1973.8721638
2020-03-24T21:45:00.000Z,6660.00,6631.66,6612.31,6660.00,10.31633,68480.7206409
2020-03-24T21:46:00.000Z,6632.34,6646.93,6632.34,6648.24,3.70103,24587.0706124
2020-03-24T21:47:00.000Z,6649.99,6647.22,6634.45,6650.00,1.19083,7907.8382744
2020-03-24T21:48:00.000Z,6636.99,6641.42,6635.89,6644.34,0.43858,2911.2571017
2020-03-24T21:49:00.000Z,6645.90,6643.61,6642.74,6649.92,0.23761,1579.4519901
2020-03-24T21:50:00.000Z,6641.93,6656.62,6631.53,6662.78,2.02562,13465.7931222
2020-03-24T21:51:00.000Z,6654.92,6659.90,6654.92,6668.10,0.08354,556.5533337
2020-03-24T21:52:00.000Z,6659.82,6659.82,6659.13,6664.67,0.18191,1212.019477
2020-03-24T21:53:00.000Z,6660.52,6656.71,6656.71,6661.08,0.29219,1945.4184721
2020-03-24T21:54:00.000Z,6656.00,6668.15,6653.45,6669.79,1.07226,7146.1669336
2020-03-24T21:55:00.000Z,6668.16,6670.27,6663.84,6670.27,0.57949,3864.0317407
2020-03-24T21:56:00.000Z,6670.54,6697.13,6670.54,6701.21,2.63216,17606.4965161
2020-03-24T21:57:00.000Z,6696.64,6694.34,6691.62,6699.37,1.42473,9541.0808885
2020-03-24T21:58:00.000Z,6692.54,6705.00,6688.47,6705.00,2.95321,19757.0404968
2020-03-24T21:59:00.000Z,6704.46,6697.23,6696.05,6704.46,17.93859,120159.2301321
2020-03-24T22:00:00.000Z,6696.24,6680.10,6680.10,6696.24,10.22579,68402.6524848
2020-03-24T22:01:00.000Z,6680.89,6680.73,6680.73,6685.64,58.76823,392830.1002915
2020-03-24T22:02:00.000Z,6681.83,6693.19,6673.03,6703.07,69.56118,464789.9480935
2020-03-24T22:03:00.000Z,6691.75,6684.13,6683.86,6692.66,115.17035,770585.169228
2020-03-24T22:04:00.000Z,6690.21,6695.18,6687.16,6695.18,96.20711,643586.7662849
2020-03-24T22:05:00.000Z,6694.27,6688.71,6688.22,6694.27,188.90234,1263988.6680844
2020-03-24T22:06:00.000Z,6688.53,6701.03,6688.53,6701.03,107.68717,720285.2618597
2020-03-24T22:07:00.000Z,6700.25,6709.93,6700.21,6713.65,13.51659,90572.1999815
2020-03-24T22:08:00.000Z,6713.78,6713.00,6700.94,6713.78,5.30761,35608.6546586
2020-03-24T22:09:00.000Z,6710.84,6731.62,6710.29,6733.04,8.20393,55114.6545926
2020-03-24T22:10:00.000Z,6728.85,6724.24,6714.64,6731.45,2.439,16401.1762467
2020-03-24T22:11:00.000Z,6722.66,6741.54,6715.85,6751.93,12.13469,81783.6952261
2020-03-24T22:12:00.000Z,6744.90,6730.46,6727.13,6744.90,3.8705,26077.2471774
2020-03-24T22:13:00.000Z,6730.40,6728.63,6728.62,6731.72,5.4935,36969.3183521
2020-03-24T22:14:00.000Z,6729.40,6729.26,6726.69,6731.64,3.4703,23353.486888
2020-03-24T22:15:00.000Z,6730.10,6726.04,6724.44,6732.75,3.96404,26677.2404421
2020-03-24T22:16:00.000Z,6722.94,6727.93,6721.82,6731.58,5.34246,35939.6867916
2020-03-24T22:17:00.000Z,6730.00,6725.21,6719.48,6730.21,1.17848,7924.4503874
2020-03-24T22:18:00.000Z,6723.62,6725.49,6719.12,6729.03,2.15542,14493.4066286
2020-03-24T22:19:00.000Z,6729.22,6736.02,6729.22,6736.02,4.32688,29128.9723116
2020-03-24T22:20:00.000Z,6732.95,6727.56,6725.12,6732.95,9.48048,63805.7573895
2020-03-24T22:21:00.000Z,6725.51,6725.26,6722.13,6728.85,18.73982,126064.8722829
2020-03-24T22:22:00.000Z,6725.46,6720.96,6717.93,6725.46,44.27553,297576.9188154
2020-03-24T22:23:00.000Z,6719.35,6729.12,6719.35,6729.97,33.32805,224068.2807956
2020-03-24T22:24:00.000Z,6729.11,6730.57,6721.42,6730.57,16.0869,108172.7674757
2020-03-24T22:25:00.000Z,6730.91,6724.87,6723.43,6730.91,74.64721,502317.9763348
2020-03-24T22:26:00.000Z,6726.03,6731.91,6722.40,6731.91,0.04038,271.6197503
2020-03-24T22:27:00.000Z,6730.00,6736.50,6726.12,6736.50,0.23188,1560.1703969
2020-03-24T22:28:00.000Z,6733.63,6732.14,6724.10,6733.63,1.00152,6737.9182064
2020-03-24T22:29:00.000Z,6729.96,6731.46,6729.55,6733.07,0.2115,1423.3699431
2020-03-24T22:30:00.000Z,6731.83,6758.03,6731.83,6758.03,4.95518,33407.1955993
2020-03-24T22:31:00.000Z,6758.03,6775.78,6745.43,6776.45,4.93515,33374.4072139
2020-03-24T22:32:00.000Z,6776.46,6774.39,6760.56,6789.60,12.13556,82255.741842
2020-03-24T22:33:00.000Z,6782.19,6777.07,6772.74,6782.76,4.29997,29143.2634623
2020-03-24T22:34:00.000Z,6777.68,6775.59,6766.34,6777.68,4.56545,30907.6792362
2020-03-24T22:35:00.000Z,6774.27,6789.30,6774.27,6791.25,0.81808,5550.3771269
2020-03-24T22:36:00.000Z,6790.40,6776.11,6776.11,6791.26,1.60294,10878.890593
2020-03-24T22:37:00.000Z,6774.61,6761.44,6761.17,6776.70,0.80305,5437.3300461
2020-03-24T22:38:00.000Z,6763.26,6783.24,6762.93,6783.24,0.41855,2832.270608
2020-03-24T22:39:00.000Z,6783.61,6771.19,6767.85,6785.13,1.32859,9006.2519876
2020-03-24T22:40:00.000Z,6766.26,6773.86,6760.11,6773.86,5.10262,34519.715989
2020-03-24T22:41:00.000Z,6771.69,6772.44,6763.97,6772.64,1.35382,9163.3446641
2020-03-24T22:42:00.000Z,6773.65,6768.12,6767.88,6774.99,1.23628,8372.1589996
2020-03-24T22:43:00.000Z,6766.24,6769.58,6765.89,6773.64,0.57097,3865.1115769
2020-03-24T22:44:00.000Z,6768.41,6764.08,6763.80,6768.41,1.64926,11158.1189748
2020-03-24T22:45:00.000Z,6762.76,6772.86,6762.76,6773.44,10.06963,68154.9428808
2020-03-24T22:46:00.000Z,6765.69,6754.28,6749.81,6765.86,16.45442,111139.8885938
2020-03-24T22:47:00.000Z,6754.38,6756.33,6754.36,6760.01,37.07716,250489.6054776
2020-03-24T22:48:00.000Z,6756.83,6767.40,6756.83,6767.40,145.37279,983213.4721595
2020-03-24T22:49:00.000Z,6766.77,6759.17,6757.69,6766.77,47.23163,319309.1661471
2020-03-24T22:50:00.000Z,6759.55,6768.31,6759.55,6768.31,267.42086,1808130.0840779
2020-03-24T22:51:00.000Z,6774.54,6770.52,6770.48,6777.28,17.60935,119246.963498
2020-03-24T22:52:00.000Z,6769.92,6774.97,6769.92,6780.00,2.28567,15490.7316378
2020-03-24T22:53:00.000Z,6775.39,6773.53,6772.40,6777.32,1.24874,8460.6155546
2020-03-24T22:54:00.000Z,6775.40,6775.42,6774.73,6776.08,0.01876,127.1036028
2020-03-24T22:55:00.000Z,6769.80,6769.11,6764.62,6770.70,1.09778,7432.2560377
2020-03-24T22:56:00.000Z,6768.91,6758.90,6758.81,6768.91,1.28127,8664.3800045
2020-03-24T22:57:00.000Z,6757.96,6750.93,6750.93,6764.16,1.37095,9265.9488115
2020-03-24T22:58:00.000Z,6752.54,6760.89,6752.54,6761.82,2.72466,18417.5485937
2020-03-24T22:59:00.000Z,6760.73,6756.87,6756.37,6762.74,4.44309,30031.3356537
2020-03-24T23:00:00.000Z,6757.75,6734.93,6734.93,6759.86,26.48073,178928.719101
2020-03-24T23:01:00.000Z,6734.06,6747.00,6734.06,6747.69,26.78227,180482.3025135
2020-03-24T23:02:00.000Z,6747.05,6741.12,6729.74,6747.67,36.8127,248365.5890905
2020-03-24T23:03:00.000Z,6745.62,6736.47,6733.32,6745.62,31.92038,215005.2114195
2020-03-24T23:04:00.000Z,6738.48,6735.53,6729.07,6739.16,257.9497,1738013.2273417
2020-03-24T23:05:00.000Z,6737.24,6741.24,6737.24,6749.74,2.46416,16613.90669
2020-03-24T23:06:00.000Z,6737.28,6740.50,6734.16,6742.19,35.98683,242465.7029907
2020-03-24T23:07:00.000Z,6739.12,6715.48,6711.09,6739.52,150.21585,1011859.3502116
2020-03-24T23:08:00.000Z,6712.04,6728.58,6712.04,6728.58,33.00199,221830.6492279
2020-03-24T23:09:00.000Z,6723.00,6721.09,6721.09,6723.00,112.52786,756424.5089824
2020-03-24T23:10:00.000Z,6722.45,6734.24,6722.33,6735.15,129.7891,873659.5050381
2020-03-24T23:11:00.000Z,6736.73,6744.70,6736.73,6744.70,104.72054,705736.7341414
2020-03-24T23:12:00.000Z,6741.79,6739.62,6735.50,6743.17,84.52526,569803.663908
2020-03-24T23:13:00.000Z,6739.92,6754.49,6738.28,6754.49,7.76657,52353.0476748
2020-03-24T23:14:00.000Z,6756.12,6758.46,6748.42,6758.81,2.0505,13854.0245908
2020-03-24T23:15:00.000Z,6758.10,6754.08,6754.08,6759.60,0.53088,3587.1579296
2020-03-24T23:16:00.000Z,6754.78,6755.23,6754.78,6755.23,0.00045,3.0396555
2020-03-24T23:17:00.000Z,6756.64,6748.93,6748.93,6756.64,0.06857,462.8699531
2020-03-24T23:18:00.000Z,6747.62,6742.80,6740.89,6747.83,0.53934,3638.4656136
2020-03-24T23:19:00.000Z,6746.49,6736.47,6736.23,6748.52,0.38838,2619.6494405
2020-03-24T23:20:00.000Z,6736.85,6755.76,6736.85,6755.89,0.93911,6336.9619503
2020-03-24T23:21:00.000Z,6753.39,6753.87,6752.53,6770.73,3.45937,23389.20318
2020-03-24T23:22:00.000Z,6753.87,6745.57,6744.18,6759.53,0.73646,4972.3290948
2020-03-24T23:23:00.000Z,6746.59,6746.38,6742.95,6747.74,0.51859,3498.4152257
2020-03-24T23:24:00.000Z,6745.03,6757.52,6745.00,6761.53,5.0965,34411.6585854
2020-03-24T23:25:00.000Z,6761.97,6771.98,6761.97,6771.98,2.12159,14357.3471458
2020-03-24T23:26:00.000Z,6770.81,6768.37,6761.62,6770.81,3.41597,23118.2476559
2020-03-24T23:27:00.000Z,6769.74,6781.03,6767.58,6782.82,1.88961,12801.455244
2020-03-24T23:28:00.000Z,6776.09,6775.32,6773.28,6781.97,5.35462,36285.5048334
2020-03-24T23:29:00.000Z,6775.66,6777.17,6771.31,6780.56,0.48449,3283.8021791
2020-03-24T23:30:00.000Z,6774.81,6760.36,6760.36,6776.71,3.21911,21789.1791836
2020-03-24T23:31:00.000Z,6756.93,6774.61,6756.93,6776.80,6.49555,43989.2396876
2020-03-24T23:32:00.000Z,6774.64,6775.04,6772.38,6782.92,3.87944,26290.0120758
2020-03-24T23:33:00.000Z,6783.60,6757.48,6757.48,6788.47,20.13682,136423.2296264
2020-03-24T23:34:00.000Z,6760.15,6768.12,6753.85,6771.29,24.70854,167154.0673945
2020-03-24T23:35:00.000Z,6769.56,6756.50,6755.92,6769.56,16.93682,114551.0855653
2020-03-24T23:36:00.000Z,6757.79,6748.14,6746.77,6759.66,128.33854,866936.8262501
2020-03-24T23:37:00.000Z,6747.26,6764.87,6746.84,6764.87,20.57505,138919.9760621
